name,category_main,category_sub,price_text,price_value,old_price_text,old_price_value,unit,discount_percent,sku_or_code,product_url,image_url,local_image_path,description,source,error_note
"Bông tẩy trang Puri túi 150 miếng (giao màu ngẫu nhiên)","Chăm sóc cá nhân","Tẩy trang","36.000₫","36000","","","","","","https://www.bachhoaxanh.com/tay-trang/bong-tay-trang-puri-giao-mau-ngau-nhien-tui-150-mieng","https://cdn.tgdd.vn/Products/Images/3708/229811/bhx/bong-tay-trang-puri-tui-150-mieng-giao-mau-ngau-nhien-202312211339316188.jpg","assets\bhx-images\bong-tay-trang-puri-tui-150-mieng-giao-mau-ngau-nhien.jpg","","bachhoaxanh.com",""
"Nước tẩy trang 3 in 1 L'Oréal Micellar Refreshing Even For Sensitive Skin tươi mát da 400ml","Chăm sóc cá nhân","Tẩy trang","0₫","","","","1 L","-30%","","https://www.bachhoaxanh.com/tay-trang/nuoc-tay-trang-3-in-1-loreal-micellar-tuoi-mat-da-chai-400ml","https://cdn.tgdd.vn/Products/Images/3708/216973/bhx/nuoc-tay-trang-3-in-1-loreal-micellar-tuoi-mat-da-chai-400ml-202407290927222341.jpg","assets\bhx-images\nuoc-tay-trang-3-in-1-l-oreal-micellar-refreshing-even-for-sensitive-skin-tuoi-mat-da-400ml.jpg","","bachhoaxanh.com",""
"Bông tẩy trang Silcot 82 miếng","Chăm sóc cá nhân","Tẩy trang","43.500₫","43500","","","","","","https://www.bachhoaxanh.com/tay-trang/bong-trang-diem-silcot-82","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3708/155790/bhx/bong-trang-diem-silcot-82_202512011329559589.jpg","assets\bhx-images\bong-tay-trang-silcot-82-mieng.jpg","","bachhoaxanh.com",""
"Tinh chất chống nắng Sunplay Skin Aqua Essence Tone Up UV nâng tông da SPF 50+/PA++++ 50g","Chăm sóc cá nhân","Kem chống nắng","99.500₫","99500","","","50g","-50%","","https://www.bachhoaxanh.com/kem-chong-nang/tinh-chat-chong-nang-hieu-chinh-sac-da-sunplay-tone-up-essence-lavender-spf-50-pa-50g","https://cdn.tgdd.vn/Products/Images/6658/244490/bhx/tinh-chat-chong-nang-sunplay-essence-tone-up-uv-spf-50-pa-50g-202209181114547126.jpg","assets\bhx-images\tinh-chat-chong-nang-sunplay-skin-aqua-essence-tone-up-uv-nang-tong-da-spf-50-pa-50g.jpg","","bachhoaxanh.com",""
"Tinh chất chống nắng Senka Perfect UV Essence SPF 50+/PA++++ 50g","Chăm sóc cá nhân","Kem chống nắng","114.500₫","114500","","","50g","-50%","","https://www.bachhoaxanh.com/kem-chong-nang/chong-nang-senka-perfect-uv-essence-spf-50-pa-50g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/6562/213666/bhx/abctinh-chat-chong-nang-senka-perfect-uv-essence-spf-50-pa-50g-202404111508406985_202408271029113829.jpg","assets\bhx-images\tinh-chat-chong-nang-senka-perfect-uv-essence-spf-50-pa-50g.jpg","","bachhoaxanh.com",""
"Serum chống nắng Nivea Perfect UV Extra Protect C&E Vitamin Sun Care dưỡng da trắng mịn SPF 50/PA+++ 30ml","Chăm sóc cá nhân","Kem chống nắng","0₫","","","","30ml","-27%","","https://www.bachhoaxanh.com/kem-chong-nang/serum-chong-nang-nivea-extra-protect-c-e-vitamin-sun-care-spf50-pa-duong-da-sang-khoe-30ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/6562/333397/bhx/2071626534_202412201048413264.jpg","assets\bhx-images\serum-chong-nang-nivea-perfect-uv-extra-protect-c-e-vitamin-sun-care-duong-da-trang-min-spf-50-pa-30ml.jpg","","bachhoaxanh.com",""
"Sữa chống nắng Sunplay Skin Aqua Clear White dưỡng da trắng mịn SPF 50+/PA++++ 25g","Chăm sóc cá nhân","Kem chống nắng","132.000₫","132000","","","25g","","","https://www.bachhoaxanh.com/kem-chong-nang/sua-chong-nang-sunplay-skin-aqua-duong-da-trang-min-spf-50-pa-25g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/6562/106690/bhx/abcsua-chong-nang-sunplay-skin-aqua-duong-da-trang-min-spf-50-pa-25g-202209172236308969_202408271117245377.jpg","assets\bhx-images\sua-chong-nang-sunplay-skin-aqua-clear-white-duong-da-trang-min-spf-50-pa-25g.jpg","","bachhoaxanh.com",""
"Sữa chống nắng Bioré UV Perfect Protect Milk Cool kháng bụi mát lạnh SPF 50+/PA+++ 25ml","Chăm sóc cá nhân","Kem chống nắng","65.000₫","65000","","","25ml","","","https://www.bachhoaxanh.com/kem-chong-nang/kem-chong-nang-biore-uv-perfect-protect-milk-spf50pa-25ml","https://cdn.tgdd.vn/Products/Images/6658/106625/bhx/sua-chong-nang-biore-khang-khuan-mat-lanh-spf-50-pa-25ml-202209172236234272.jpg","assets\bhx-images\sua-chong-nang-biore-uv-perfect-protect-milk-cool-khang-bui-mat-lanh-spf-50-pa-25ml.jpg","","bachhoaxanh.com",""
"Băng vệ sinh siêu ban đêm Kotex 8 miếng tặng 1","Chăm sóc cá nhân","Băng vệ sinh","27.000₫","27000","","","","-40%","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-sieu-ban-dem-kotex-canh-8-mieng-35cm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/309941/bhx/thumb-309941-1_202502111431310381.jpg","assets\bhx-images\bang-ve-sinh-sieu-ban-dem-kotex-8-mieng-tang-1.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Kotex Gardenia siêu mỏng có cánh 8 miếng","Chăm sóc cá nhân","Băng vệ sinh","15.000₫","15000","","","","-40%","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-kotex-gardenia-sieu-mong-co-canh-8-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/284444/bhx/284444_202410312052180234.png","assets\bhx-images\bang-ve-sinh-kotex-gardenia-sieu-mong-co-canh-8-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh ban đêm Whisper Skin Love khô thoáng có cánh 8 miếng","Chăm sóc cá nhân","Băng vệ sinh","31.000₫","31000","","","","-40%","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-ban-dem-whisper-kho-thoang-co-canh-8-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/328716/bhx/bang-ve-sinh-ban-dem-whisper-kho-thoang-co-canh-8-mieng_202509161427268286.jpg","assets\bhx-images\bang-ve-sinh-ban-dem-whisper-skin-love-kho-thoang-co-canh-8-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Sofy sport cánh 19 miếng","Chăm sóc cá nhân","Băng vệ sinh","62.000₫","62000","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-sofy-sport-canh-19-mieng-26-cm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/238568/bhx/238568-1-2_202411141501257655.png","assets\bhx-images\bang-ve-sinh-sofy-sport-canh-19-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Sofy sport cánh 8 miếng","Chăm sóc cá nhân","Băng vệ sinh","27.500₫","27500","","","","-40%","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-sofy-sport-canh-8-mieng-26-cm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/238560/bhx/238560-1-2_202411141458215855.png","assets\bhx-images\bang-ve-sinh-sofy-sport-canh-8-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Laurier Super Slimguard Cool siêu mỏng có cánh 16 miếng","Chăm sóc cá nhân","Băng vệ sinh","0₫","","","","","-40%","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-laurier-super-slimguard-cool-sieu-sieu-mong-co-canh-16-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/207011/bhx/207011_202410311932580548.png","assets\bhx-images\bang-ve-sinh-laurier-super-slimguard-cool-sieu-mong-co-canh-16-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh ban ngày Diana Sensi Cool Fresh mát lạnh siêu mỏng 20 miếng","Chăm sóc cá nhân","Băng vệ sinh","55.500₫","55500","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-diana-sensi-cool-fresh-sieu-mong-canh-20-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/202898/bhx/bang-ve-sinh-diana-sensi-cool-fresh-sieu-mong-canh-20-mieng_202506132022097983.jpg","assets\bhx-images\bang-ve-sinh-ban-ngay-diana-sensi-cool-fresh-mat-lanh-sieu-mong-20-mieng.jpg","","bachhoaxanh.com",""
"Băng quần Diana Sensi 360 độ chống tràn 5 chiếc Size M - L","Chăm sóc cá nhân","Băng vệ sinh","93.500₫","93500","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-diana-sensi-bang-quan-360-do-chong-tran-sie-m-l","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/235171/bhx/bang-ve-sinh-diana-sensi-bang-quan-360-do-chong-tran-sie-m-l_202505271507057253.jpg","assets\bhx-images\bang-quan-diana-sensi-360-do-chong-tran-5-chiec-size-m-l.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Kotex bảo vệ toàn diện siêu mỏng 20 miếng","Chăm sóc cá nhân","Băng vệ sinh","47.000₫","47000","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-kotex-kho-thoang-sieu-mong-canh-16-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/81331/bhx/bang-ve-sinh-kotex-kho-thoang-sieu-mong-canh-16-mieng_202508011402460330.jpg","assets\bhx-images\bang-ve-sinh-kotex-bao-ve-toan-dien-sieu-mong-20-mieng.jpg","","bachhoaxanh.com",""
"Băng vệ sinh Kotex Maxcool siêu mỏng có cánh 20 miếng","Chăm sóc cá nhân","Băng vệ sinh","55.000₫","55000","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-kotex-maxcool-20-mieng-23cm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/273028/bhx/bang-ve-sinh-kotex-maxcool-20-mieng-23cm_202508261523571438.jpg","assets\bhx-images\bang-ve-sinh-kotex-maxcool-sieu-mong-co-canh-20-mieng.jpg","","bachhoaxanh.com",""
"Băng quần Kotex Max Protect 2 miếng size M - L","Chăm sóc cá nhân","Băng vệ sinh","39.500₫","39500","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-ban-dem-kotex-dang-quan-2-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/284447/bhx/bang-ve-sinh-ban-dem-kotex-dang-quan-2-mieng_202508111624062428.jpg","assets\bhx-images\bang-quan-kotex-max-protect-2-mieng-size-m-l.jpg","","bachhoaxanh.com",""
"Băng quần Kotex Max Protect 2 chiếc size L - XL","Chăm sóc cá nhân","Băng vệ sinh","39.500₫","39500","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-ban-dem-kotex-dang-quan-goi-2-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/325724/bhx/bang-ve-sinh-ban-dem-kotex-dang-quan-goi-2-mieng_202505281648316494.jpg","assets\bhx-images\bang-quan-kotex-max-protect-2-chiec-size-l-xl.jpg","","bachhoaxanh.com",""
"Băng vệ sinh siêu ban đêm Kotex cánh 12 miếng","Chăm sóc cá nhân","Băng vệ sinh","48.000₫","48000","","","","","","https://www.bachhoaxanh.com/bang-ve-sinh/bang-ve-sinh-sieu-ban-dem-kotex-canh-12-mieng-28cm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/309939/bhx/309939-2_202410312146496136.png","assets\bhx-images\bang-ve-sinh-sieu-ban-dem-kotex-canh-12-mieng.jpg","","bachhoaxanh.com",""
"Lốc 6 gói băng vệ sinh Diana Cool Fresh siêu thấm siêu mỏng cánh 8 miếng","Chăm sóc cá nhân","Băng vệ sinh","119.500₫","119500","","","6 g","","","https://www.bachhoaxanh.com/bang-ve-sinh/loc-6-goi-bang-ve-sinh-diana-cool-fresh-sieu-tham-sieu-mong-canh-8-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/329944/bhx/thiet-ke-chua-co-ten-93_202411211531025976.jpg","assets\bhx-images\loc-6-goi-bang-ve-sinh-diana-cool-fresh-sieu-tham-sieu-mong-canh-8-mieng.jpg","","bachhoaxanh.com",""
"Lốc 6 gói băng vệ sinh ban đêm Diana Cool Fresh có cánh 3 miếng","Chăm sóc cá nhân","Băng vệ sinh","114.500₫","114500","","","6 g","","","https://www.bachhoaxanh.com/bang-ve-sinh/loc-6-goi-bang-ve-sinh-ban-dem-diana-cool-fresh-co-canh-3-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/329957/bhx/329957-2_202412051347112299.png","assets\bhx-images\loc-6-goi-bang-ve-sinh-ban-dem-diana-cool-fresh-co-canh-3-mieng.jpg","","bachhoaxanh.com",""
"Lốc 6 gói băng vệ sinh ban ngày Diana Sensi Cool Fresh mát dịu siêu mỏng có cánh 8 miếng","Chăm sóc cá nhân","Băng vệ sinh","114.500₫","114500","","","6 g","","","https://www.bachhoaxanh.com/bang-ve-sinh/loc-6-goi-bang-ve-sinh-ban-ngay-diana-sensi-cool-fresh-mat-diu-sieu-mong-co-canh-8-mieng","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2516/330045/bhx/330041-1_202411212115350718.jpg","assets\bhx-images\loc-6-goi-bang-ve-sinh-ban-ngay-diana-sensi-cool-fresh-mat-diu-sieu-mong-co-canh-8-mieng.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Lactacyd Cool Sensation mát lạnh sạch thoáng 250ml","Chăm sóc cá nhân","Dung dịch vệ sinh","47.500₫","47500","","","250ml","-50%","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-lactacyd-cool-sensation-mat-lanh-sach-thoang-250ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/337017/bhx/dung-dich-ve-sinh-lactacyd-cool-sensation-mat-lanh-sach-thoang-250ml_202504151047251252.jpg","assets\bhx-images\dung-dich-ve-sinh-lactacyd-cool-sensation-mat-lanh-sach-thoang-250ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Diana Cool 150ml","Chăm sóc cá nhân","Dung dịch vệ sinh","26.500₫","26500","","","150ml","-50%","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-diana-cool-150ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/331955/bhx/dung-dich-ve-sinh-diana-cool-150ml_202503040831342799.jpg","assets\bhx-images\dung-dich-ve-sinh-diana-cool-150ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Lactacyd Pro Sensitive 250ml","Chăm sóc cá nhân","Dung dịch vệ sinh","48.500₫","48500","","","250ml","-50%","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-lactacyd-fh-can-bang-ph-250ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/131337/bhx/dung-dich-ve-sinh-lactacyd-fh-can-bang-ph-250ml_202510211339364204.jpg","assets\bhx-images\dung-dich-ve-sinh-lactacyd-pro-sensitive-250ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Lactacyd Soft & Silky dưỡng ẩm 250ml","Chăm sóc cá nhân","Dung dịch vệ sinh","47.500₫","47500","","","250ml","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-lactacyd-revitalize-soft-silky-250ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/81266/bhx/dung-dich-ve-sinh-lactacyd-revitalize-soft-silky-250ml_202507301329170135.jpg","assets\bhx-images\dung-dich-ve-sinh-lactacyd-soft-silky-duong-am-250ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh The bol 200g","Chăm sóc cá nhân","Dung dịch vệ sinh","20.500₫","20500","","","200g","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-the-bol-200ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/186482/bhx/dung-dich-ve-sinh-the-bol-200ml_202508211502519006.jpg","assets\bhx-images\dung-dich-ve-sinh-the-bol-200g.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh The bol 100g","Chăm sóc cá nhân","Dung dịch vệ sinh","13.500₫","13500","","","100g","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-the-bol-100ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/186481/bhx/dung-dich-ve-sinh-the-bol-100ml_202508211459398117.jpg","assets\bhx-images\dung-dich-ve-sinh-the-bol-100g.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Lactacyd Odor Fresh ngăn mùi 24 giờ 150ml","Chăm sóc cá nhân","Dung dịch vệ sinh","62.000₫","62000","","","24 g","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-phu-nu-lactacyd-la-trau-150ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/119642/bhx/dung-dich-ve-sinh-phu-nu-lactacyd-la-trau-150ml_202507301406126345.jpg","assets\bhx-images\dung-dich-ve-sinh-lactacyd-odor-fresh-ngan-mui-24-gio-150ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Dạ Hương dịu nhẹ 100ml","Chăm sóc cá nhân","Dung dịch vệ sinh","43.000₫","43000","","","100ml","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/dung-dich-ve-sinh-phu-nu-da-huong-100ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/81271/bhx/dung-dich-ve-sinh-phu-nu-da-huong-100ml_202510211052136268.jpg","assets\bhx-images\dung-dich-ve-sinh-da-huong-diu-nhe-100ml.jpg","","bachhoaxanh.com",""
"Dung dịch vệ sinh Lactacyd Soft & Silky dưỡng ẩm 150ml","Chăm sóc cá nhân","Dung dịch vệ sinh","62.000₫","62000","","","150ml","","","https://www.bachhoaxanh.com/dung-dich-ve-sinh/ddvspn-lactacyd-soft-silky-150ml","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2517/76310/bhx/ddvspn-lactacyd-soft-silky-150ml_202507301328568490.jpg","assets\bhx-images\dung-dich-ve-sinh-lactacyd-soft-silky-duong-am-150ml.jpg","","bachhoaxanh.com",""
"Hộp 3 cái bao cao su Dolphi 3in1 vân gai 52mm","Chăm sóc cá nhân","Bao cao su","0₫","","","","3 cái","-50%","","https://www.bachhoaxanh.com/bao-cao-su/hop-3-cai-bao-cao-su-dolphi-3in1-van-gai","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2519/260140/bhx/260140_202411210831027770.png","assets\bhx-images\hop-3-cai-bao-cao-su-dolphi-3in1-van-gai-52mm.jpg","","bachhoaxanh.com",""
"Hộp 10 cái bao cao su Okamoto Skinless Skin hương cam 53mm","Chăm sóc cá nhân","Bao cao su","0₫","","","","10 cái","-50%","","https://www.bachhoaxanh.com/bao-cao-su/hop-10-cai-bao-cao-su-okamoto-skinless-skin-huong-cam-53mm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2519/89752/bhx/89752_202411210812019146.png","assets\bhx-images\hop-10-cai-bao-cao-su-okamoto-skinless-skin-huong-cam-53mm.jpg","","bachhoaxanh.com",""
"Hộp 10 cái bao cao su Okamoto Skinless Skin Purity 53mm","Chăm sóc cá nhân","Bao cao su","40.500₫","40500","","","10 cái","-50%","","https://www.bachhoaxanh.com/bao-cao-su/hop-10-cai-bao-cao-su-okamoto-skinless-skin-purity-53mm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2519/89750/bhx/89750_202411210811419175.png","assets\bhx-images\hop-10-cai-bao-cao-su-okamoto-skinless-skin-purity-53mm.jpg","","bachhoaxanh.com",""
"Hộp 3 cái bao cao su Durex Kingtex 3s 49mm","Chăm sóc cá nhân","Bao cao su","45.000₫","45000","","","3 cái","","","https://www.bachhoaxanh.com/bao-cao-su/bao-cao-su-durex-kingtex-om-sat-vua-van-49mm","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2519/310023/bhx/310023_202411210832574859.png","assets\bhx-images\hop-3-cai-bao-cao-su-durex-kingtex-3s-49mm.jpg","","bachhoaxanh.com",""
"Hộp 3 cái bao cao su Durex Invisible 52mm","Chăm sóc cá nhân","Bao cao su","94.000₫","94000","","","3 cái","","","https://www.bachhoaxanh.com/bao-cao-su/bao-cao-su-durex-invisible-3s","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/2519/155794/bhx/155794_202411210812473206.png","assets\bhx-images\hop-3-cai-bao-cao-su-durex-invisible-52mm.jpg","","bachhoaxanh.com",""
"Bộ 2 cây dao cạo Gillette Blue III Mát lạnh 3 lưỡi","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","27.500₫","27500","","","3 l","-50%","","https://www.bachhoaxanh.com/dung-cu-cao-rau/bo-2-cay-dao-cao-rau-gillette-blue-3-cool","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/222167/bhx/222167_202411191122362325.png","assets\bhx-images\bo-2-cay-dao-cao-gillette-blue-iii-mat-lanh-3-luoi.jpg","","bachhoaxanh.com",""
"Bộ 4 cây dao cạo 3 lưỡi Gillette Venus Simply","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","49.500₫","49500","","","3 l","-50%","","https://www.bachhoaxanh.com/dung-cu-cao-rau/dao-cao-venus-simply-dispo-4s","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/144856/bhx/dao-cao-venus-simply-dispo-4s_202503201508508145.jpg","assets\bhx-images\bo-4-cay-dao-cao-3-luoi-gillette-venus-simply.jpg","","bachhoaxanh.com",""
"Dao cạo râu 3 lưỡi Gillette Mach 3 Clean Shave","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","106.500₫","106500","","","3 l","-33%","","https://www.bachhoaxanh.com/dung-cu-cao-rau/dao-cao-rau-gillette-mach3-clean-1up","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/327790/bhx/dao-cao-rau-gillette-mach3-clean-1up_202503201450026703.jpg","assets\bhx-images\dao-cao-rau-3-luoi-gillette-mach-3-clean-shave.jpg","","bachhoaxanh.com",""
"2 cây dao cạo cho nữ Gillette Venus Daisy 3","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","33.500₫","33500","","","","-4%","","https://www.bachhoaxanh.com/dung-cu-cao-rau/2-cay-dao-cao-cho-nu-gillette-venus-daisy-3","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/359140/bhx/2-cay-dao-cao-cho-nu-gillette-venus-daisy-3_202511120949214800.jpg","assets\bhx-images\2-cay-dao-cao-cho-nu-gillette-venus-daisy-3.jpg","","bachhoaxanh.com",""
"Bộ 6 cây dao cạo râu Gillette Super Thin cán vàng 2 lưỡi","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","42.000₫","42000","","","2 l","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/dao-cao-rau-luoi-kep-gillette-super-thin","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/310022/bhx/dao-cao-rau-luoi-kep-gillette-super-thin_202503201535250816.jpg","assets\bhx-images\bo-6-cay-dao-cao-rau-gillette-super-thin-can-vang-2-luoi.jpg","","bachhoaxanh.com",""
"1 cây dao cạo râu Gillette Flexi Vibe 1Up + 4 lưỡi","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","75.000₫","75000","","","4 l","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/dao-cao-rau-gillette-flexi-vibe-1up-4-luoi","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/285973/bhx/dao-cao-rau-gillette-flexi-vibe-1up-4-luoi_202503201526105902.jpg","assets\bhx-images\1-cay-dao-cao-rau-gillette-flexi-vibe-1up-4-luoi.jpg","","bachhoaxanh.com",""
"Bộ 7 cây dao cạo 2 lưỡi Gillette Blue 2 Flexi","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","52.000₫","52000","","","2 l","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/dao-cao-2-luoi-gillette-blue-2-flexi-goi-52","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/277549/bhx/dao-cao-2-luoi-gillette-blue-2-flexi-goi-52_202503201518315489.jpg","assets\bhx-images\bo-7-cay-dao-cao-2-luoi-gillette-blue-2-flexi.jpg","","bachhoaxanh.com",""
"Bọt cạo râu Gillette hương chanh 175g","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","103.000₫","103000","","","175g","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/bot-cao-rau-gillette-foamy-chanh-tuoi-mat-175g","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/201924/bhx/bot-cao-rau-gillette-foamy-chanh-tuoi-mat-175g_202510111152559887.jpg","assets\bhx-images\bot-cao-rau-gillette-huong-chanh-175g.jpg","","bachhoaxanh.com",""
"Bộ 2 cây dao cạo Gillette Blue III Simple 3 lưỡi","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","35.000₫","35000","","","3 l","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/2-cay-dao-cao-rau-3-luoi-gillette-blue-simple-3","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/182269/bhx/2-cay-dao-cao-rau-3-luoi-gillette-blue-simple-3_202503201511242684.jpg","assets\bhx-images\bo-2-cay-dao-cao-gillette-blue-iii-simple-3-luoi.jpg","","bachhoaxanh.com",""
"Hộp 6 cái lưỡi lam Gillette Super Thin","Chăm sóc cá nhân","Dao cạo, bọt cạo râu","9.000₫","9000","","","6 cái","","","https://www.bachhoaxanh.com/dung-cu-cao-rau/luoi-lam-giilete-super-thin","https://cdnv2.tgdd.vn/bhx-static/bhx/Products/Images/3485/88369/bhx/luoi-lam-giilete-super-thin_202503201504126248.jpg","assets\bhx-images\hop-6-cai-luoi-lam-gillette-super-thin.jpg","","bachhoaxanh.com",""
"Bông ráy tai cho bé Niva que giấy 1 đầu xoắn bh3 hộp 200 cây","Chăm sóc cá nhân","Tăm bông","26.000₫","26000","","","3 hộp","","","https://www.bachhoaxanh.com/bong-ray-tai/tam-bong-tre-em-niva-que-giay-1-dau-xoan-bh3-hop-200-cay","https://cdn.tgdd.vn/Products/Images/3124/268688/bhx/bong-ray-tai-cho-be-niva-que-giay-1-dau-xoan-bh3-hop-200-cay-202306171026376330.png","assets\bhx-images\bong-ray-tai-cho-be-niva-que-giay-1-dau-xoan-bh3-hop-200-cay.jpg","","bachhoaxanh.com",""
"Tăm bông cho bé Niva que giấy bz4 túi zip 100 cây","Chăm sóc cá nhân","Tăm bông","10.500₫","10500","","","4 túi","","","https://www.bachhoaxanh.com/bong-ray-tai/tam-bong-cho-be-niva-que-giay-bz4-tui-zip-100-cay","https://cdn.tgdd.vn/Products/Images/3124/234971/bhx/tam-bong-cho-be-niva-que-giay-bz4-tui-zip-100-cay-202306171019380539.png","assets\bhx-images\tam-bong-cho-be-niva-que-giay-bz4-tui-zip-100-cay.jpg","","bachhoaxanh.com",""
